date,cal_holiday,weather_temp,weather_rain_1h,weather_snow_1h,weather_clouds_all,weather_main,weather_description,traffic_volume,hour
17338,None,299.49,0.0,0.0,1.0,Clear,sky is clear,3462.0,19
17338,None,298.59,0.0,0.0,40.0,Clouds,scattered clouds,3152.0,20
17338,None,297.15,0.0,0.0,75.0,Clouds,broken clouds,2792.0,21
17338,None,296.22,0.0,0.0,1.0,Clear,sky is clear,2157.0,22
17338,None,295.55,0.0,0.0,1.0,Clear,sky is clear,1402.0,23
17339,None,294.95,0.0,0.0,1.0,Rain,light rain,844.0,0
17339,None,294.55,0.0,0.0,75.0,Thunderstorm,proximity thunderstorm,514.0,1
17339,None,294.28,0.0,0.0,1.0,Rain,light rain,336.0,2
17339,None,293.95,0.0,0.0,1.0,Rain,heavy intensity rain,417.0,3
17339,None,292.89,0.0,0.0,1.0,Clear,sky is clear,897.0,4
17339,None,292.34,0.0,0.0,1.0,Thunderstorm,proximity thunderstorm,2880.0,5
17339,None,292.28,0.0,0.0,40.0,Rain,light rain,5585.0,6
17339,None,292.65,0.0,0.0,90.0,Rain,light rain,6018.0,7
17339,None,292.96,0.0,0.0,90.0,Rain,light rain,6044.0,8
17339,None,293.55,0.0,0.0,75.0,Rain,light rain,4886.0,9
17339,None,293.76,0.0,0.0,75.0,Rain,moderate rain,4445.0,10
17339,None,292.72,0.0,0.0,90.0,Rain,heavy intensity rain,4659.0,11
17339,None,292.09,0.0,0.0,90.0,Rain,moderate rain,4880.0,12
17339,None,292.4,0.0,0.0,90.0,Rain,heavy intensity rain,4833.0,13
17339,None,292.78,0.0,0.0,90.0,Rain,light rain,5123.0,14
17339,None,292.59,0.0,0.0,90.0,Rain,moderate rain,5652.0,15
17339,None,292.96,0.0,0.0,90.0,Rain,moderate rain,6196.0,16
17339,None,293.08,0.0,0.0,75.0,Rain,moderate rain,6037.0,17
17339,None,293.67,0.0,0.0,75.0,Rain,moderate rain,4564.0,18
17339,None,294.22,0.0,0.0,75.0,Rain,light rain,3602.0,19
17339,None,294.42,0.0,0.0,1.0,Thunderstorm,thunderstorm,3245.0,20
17339,None,293.51,0.0,0.0,1.0,Mist,mist,3168.0,21
17339,None,292.35,0.0,0.0,1.0,Clear,sky is clear,2844.0,22
17339,None,291.02,0.0,0.0,1.0,Clear,sky is clear,1501.0,23
17340,None,290.09,0.0,0.0,1.0,Clear,sky is clear,1036.0,0
17340,None,289.52,0.0,0.0,1.0,Clear,sky is clear,656.0,1
17340,None,288.84,0.0,0.0,1.0,Clear,sky is clear,561.0,2
17340,None,288.03,0.0,0.0,1.0,Mist,mist,636.0,3
17340,None,287.62,0.0,0.0,1.0,Clear,sky is clear,1023.0,4
17340,None,287.09,0.0,0.0,1.0,Clear,sky is clear,2978.0,5
17340,None,286.77,0.0,0.0,1.0,Clear,sky is clear,5484.0,6
17340,None,287.77,0.0,0.0,1.0,Clear,sky is clear,6583.0,7
17340,None,289.62,0.0,0.0,5.0,Clear,sky is clear,5669.0,8
17340,None,290.42,0.0,0.0,1.0,Clear,sky is clear,5036.0,9
17340,None,291.35,0.0,0.0,40.0,Clouds,scattered clouds,4888.0,10
17340,None,292.15,0.0,0.0,75.0,Clouds,broken clouds,5367.0,11
17340,None,292.08,0.0,0.0,75.0,Clouds,broken clouds,5467.0,12
17340,None,293.65,0.0,0.0,75.0,Clouds,broken clouds,5230.0,13
17340,None,294.0,0.0,0.0,90.0,Clouds,overcast clouds,5295.0,14
17340,None,294.55,0.0,0.0,75.0,Clouds,broken clouds,5606.0,15
17340,None,294.76,0.0,0.0,90.0,Clouds,overcast clouds,5868.0,16
17340,None,293.69,0.0,0.0,75.0,Rain,light rain,5267.0,17
17340,None,293.44,0.0,0.0,75.0,Rain,light rain,4543.0,18
17340,None,293.15,0.0,0.0,90.0,Rain,light rain,3857.0,19
17340,None,292.69,0.0,0.0,75.0,Clouds,broken clouds,3441.0,20
17340,None,291.29,0.0,0.0,90.0,Rain,light rain,4165.0,21
17340,None,290.4,0.0,0.0,1.0,Rain,moderate rain,3507.0,22
17340,None,290.29,0.0,0.0,40.0,Clouds,scattered clouds,2494.0,23
17341,None,289.22,0.0,0.0,75.0,Clouds,broken clouds,1496.0,0
17341,None,288.22,0.0,0.0,1.0,Clear,sky is clear,871.0,1
17341,None,287.28,0.0,0.0,1.0,Clear,sky is clear,637.0,2
17341,None,286.69,0.0,0.0,40.0,Clouds,scattered clouds,461.0,3
17341,None,285.97,0.0,0.0,40.0,Clouds,scattered clouds,544.0,4
17341,None,285.03,0.0,0.0,1.0,Clear,sky is clear,1042.0,5
17341,None,284.88,0.0,0.0,40.0,Clouds,scattered clouds,1601.0,6
17341,None,285.42,0.0,0.0,75.0,Clouds,broken clouds,2304.0,7
17341,None,285.95,0.0,0.0,1.0,Clear,sky is clear,3141.0,8
17341,None,287.68,0.0,0.0,20.0,Clouds,few clouds,3659.0,9
17341,None,288.82,0.0,0.0,1.0,Clear,sky is clear,3976.0,10
17341,None,290.02,0.0,0.0,75.0,Clouds,broken clouds,4198.0,11
17341,None,290.59,0.0,0.0,75.0,Clouds,broken clouds,4651.0,12
17341,None,290.8,0.0,0.0,40.0,Clouds,scattered clouds,4564.0,13
17341,None,289.62,0.0,0.0,75.0,Thunderstorm,thunderstorm with heavy rain,4560.0,14
17341,None,289.36,0.0,0.0,90.0,Thunderstorm,proximity thunderstorm,4573.0,15
17341,None,287.83,0.0,0.0,40.0,Rain,light rain,4358.0,16
17341,None,290.01,0.0,0.0,75.0,Clouds,broken clouds,4307.0,17
17341,None,290.59,0.0,0.0,90.0,Clouds,overcast clouds,4036.0,18
17341,None,290.35,0.0,0.0,75.0,Rain,light rain,3460.0,19
17341,None,289.95,0.0,0.0,75.0,Clouds,broken clouds,3190.0,20
17341,None,288.69,0.0,0.0,40.0,Clouds,scattered clouds,3322.0,21
17341,None,287.82,0.0,0.0,40.0,Rain,light rain,3431.0,22
17341,None,286.9,0.0,0.0,1.0,Clear,sky is clear,2378.0,23
17342,None,286.22,0.0,0.0,1.0,Clear,sky is clear,1751.0,0
17342,None,286.28,0.0,0.0,40.0,Clouds,scattered clouds,1015.0,1
17342,None,286.36,0.0,0.0,75.0,Clouds,broken clouds,719.0,2
17342,None,286.08,0.0,0.0,1.0,Clear,sky is clear,458.0,3
17342,None,285.68,0.0,0.0,90.0,Clouds,overcast clouds,445.0,4
17342,None,285.75,0.0,0.0,90.0,Clouds,overcast clouds,687.0,5
17342,None,285.62,0.0,0.0,90.0,Clouds,overcast clouds,1171.0,6
17342,None,285.62,0.0,0.0,90.0,Clouds,overcast clouds,1628.0,7
17342,None,285.79,0.0,0.0,90.0,Clouds,overcast clouds,2284.0,8
17342,None,285.96,0.0,0.0,90.0,Mist,mist,3390.0,9
17342,None,286.35,0.0,0.0,90.0,Haze,haze,4178.0,10
17342,None,286.89,0.0,0.0,90.0,Rain,moderate rain,3916.0,11
17342,None,288.14,0.0,0.0,90.0,Rain,light rain,4398.0,12
17342,None,289.48,0.0,0.0,75.0,Clouds,broken clouds,4379.0,13
17342,None,290.75,0.0,0.0,75.0,Clouds,broken clouds,4414.0,14
17342,None,292.15,0.0,0.0,40.0,Clouds,scattered clouds,4467.0,15
17342,None,292.48,0.0,0.0,40.0,Clouds,scattered clouds,4107.0,16
17342,None,292.46,0.0,0.0,75.0,Clouds,broken clouds,3909.0,17
17342,None,292.68,0.0,0.0,40.0,Clouds,scattered clouds,3673.0,18
17342,None,292.03,0.0,0.0,40.0,Clouds,scattered clouds,3280.0,19
17342,None,291.75,0.0,0.0,40.0,Clouds,scattered clouds,3829.0,20
17342,None,290.69,0.0,0.0,90.0,Clouds,overcast clouds,2782.0,21
17342,None,288.89,0.0,0.0,40.0,Clouds,scattered clouds,2042.0,22
17342,None,287.09,0.0,0.0,40.0,Clouds,scattered clouds,1255.0,23
17343,None,285.78,0.0,0.0,1.0,Clear,sky is clear,752.0,0
17343,None,284.47,0.0,0.0,75.0,Clouds,broken clouds,445.0,1
17343,None,283.91,0.0,0.0,1.0,Clear,sky is clear,330.0,2
17343,None,283.16,0.0,0.0,1.0,Clear,sky is clear,348.0,3
17343,None,282.82,0.0,0.0,1.0,Clear,sky is clear,843.0,4
17343,None,282.03,0.0,0.0,1.0,Clear,sky is clear,2810.0,5
17343,None,281.96,0.0,0.0,1.0,Clear,sky is clear,5431.0,6
17343,None,282.62,0.0,0.0,1.0,Clear,sky is clear,6227.0,7
17343,None,284.84,0.0,0.0,5.0,Clear,sky is clear,5612.0,8
17343,None,287.15,0.0,0.0,5.0,Clear,sky is clear,4458.0,9
17343,None,288.65,0.0,0.0,1.0,Clear,sky is clear,4088.0,10
17343,None,290.15,0.0,0.0,40.0,Clouds,scattered clouds,4495.0,11
17343,None,291.28,0.0,0.0,75.0,Clouds,broken clouds,4714.0,12
17343,None,291.79,0.0,0.0,40.0,Clouds,scattered clouds,4737.0,13
17343,None,292.71,0.0,0.0,75.0,Clouds,broken clouds,4762.0,14
17343,None,293.42,0.0,0.0,40.0,Clouds,scattered clouds,5442.0,15
17343,None,293.82,0.0,0.0,40.0,Clouds,scattered clouds,6255.0,16
17343,None,293.95,0.0,0.0,40.0,Clouds,scattered clouds,5866.0,17
17343,None,293.52,0.0,0.0,75.0,Clouds,broken clouds,4185.0,18
17343,None,293.58,0.0,0.0,40.0,Clouds,scattered clouds,3202.0,19
17343,None,293.48,0.0,0.0,20.0,Clouds,few clouds,2836.0,20
17343,None,292.03,0.0,0.0,20.0,Clouds,few clouds,2519.0,21
17343,None,288.91,0.0,0.0,1.0,Clear,sky is clear,1818.0,22
17343,None,286.23,0.0,0.0,1.0,Clear,sky is clear,1173.0,23
17344,None,285.29,0.0,0.0,1.0,Clear,sky is clear,676.0,0
17344,None,284.56,0.0,0.0,1.0,Clear,sky is clear,429.0,1
17344,None,284.34,0.0,0.0,1.0,Clear,sky is clear,340.0,2
17344,None,283.97,0.0,0.0,1.0,Clear,sky is clear,334.0,3
17344,None,283.28,0.0,0.0,1.0,Clear,sky is clear,850.0,4
17344,None,282.78,0.0,0.0,1.0,Clear,sky is clear,2909.0,5
17344,None,281.82,0.0,0.0,1.0,Clear,sky is clear,5706.0,6
17344,None,283.75,0.0,0.0,5.0,Clear,sky is clear,6422.0,7
17344,None,286.54,0.0,0.0,1.0,Clear,sky is clear,5857.0,8
17344,None,290.28,0.0,0.0,5.0,Clear,sky is clear,4823.0,9
17344,None,292.74,0.0,0.0,5.0,Clear,sky is clear,4313.0,10
17344,None,294.08,0.0,0.0,40.0,Clouds,scattered clouds,4529.0,11
17344,None,295.02,0.0,0.0,40.0,Clouds,scattered clouds,4752.0,12
17344,None,295.58,0.0,0.0,1.0,Clear,sky is clear,4691.0,13
17344,None,296.28,0.0,0.0,1.0,Clear,sky is clear,5031.0,14
17344,None,296.43,0.0,0.0,75.0,Clouds,broken clouds,5497.0,15
17344,None,296.9,0.0,0.0,1.0,Clear,sky is clear,6387.0,16
17344,None,296.79,0.0,0.0,1.0,Clear,sky is clear,6018.0,17
17344,None,297.27,0.0,0.0,40.0,Thunderstorm,proximity thunderstorm,4451.0,18
17344,None,296.78,0.0,0.0,40.0,Thunderstorm,proximity thunderstorm,3322.0,19
17344,None,296.29,0.0,0.0,1.0,Clear,sky is clear,2965.0,20
17344,None,294.65,0.0,0.0,1.0,Clear,sky is clear,3057.0,21
17344,None,293.15,0.0,0.0,75.0,Rain,light rain,2022.0,22
17344,None,293.35,0.0,0.0,1.0,Clear,sky is clear,1113.0,23
17345,None,293.15,0.0,0.0,1.0,Clear,sky is clear,615.0,0
17345,None,292.48,0.0,0.0,1.0,Drizzle,light intensity drizzle,389.0,1
17345,None,291.61,0.0,0.0,1.0,Clear,sky is clear,289.0,2
17345,None,291.55,0.0,0.0,1.0,Clear,sky is clear,305.0,3
17345,None,291.35,0.0,0.0,90.0,Thunderstorm,thunderstorm,872.0,4
17345,None,290.28,0.0,0.0,90.0,Thunderstorm,proximity thunderstorm,2747.0,5
17345,None,290.35,0.0,0.0,90.0,Rain,moderate rain,5268.0,6
17345,None,290.22,0.0,0.0,90.0,Rain,moderate rain,5320.0,7
17345,None,290.55,0.0,0.0,90.0,Rain,moderate rain,5203.0,8
17345,None,291.08,0.0,0.0,90.0,Rain,heavy intensity rain,4930.0,9
17345,None,291.75,0.0,0.0,90.0,Rain,moderate rain,4260.0,10
17345,None,292.15,0.0,0.0,90.0,Rain,moderate rain,4621.0,11
17345,None,292.75,0.0,0.0,90.0,Rain,moderate rain,4891.0,12
17345,None,293.51,0.0,0.0,75.0,Rain,light rain,4789.0,13
17345,None,296.22,0.0,0.0,75.0,Drizzle,light intensity drizzle,5079.0,14
17345,None,298.02,0.0,0.0,90.0,Drizzle,light intensity drizzle,5645.0,15
17345,None,298.36,0.0,0.0,75.0,Thunderstorm,proximity thunderstorm,6374.0,16
17345,None,296.61,0.0,0.0,90.0,Thunderstorm,proximity thunderstorm,6039.0,17
17345,None,297.34,0.0,0.0,75.0,Thunderstorm,proximity thunderstorm,4328.0,18
17345,None,298.42,0.0,0.0,75.0,Clouds,broken clouds,3499.0,19
17345,None,297.82,0.0,0.0,75.0,Clouds,broken clouds,2947.0,20
17345,None,296.56,0.0,0.0,75.0,Clouds,broken clouds,2997.0,21
17345,None,294.96,0.0,0.0,40.0,Clouds,scattered clouds,2240.0,22
17345,None,294.49,0.0,0.0,75.0,Clouds,broken clouds,1327.0,23
17346,None,293.48,0.0,0.0,1.0,Rain,moderate rain,847.0,0
17346,None,293.15,0.0,0.0,90.0,Clouds,overcast clouds,599.0,1
17346,None,292.61,0.0,0.0,90.0,Clouds,overcast clouds,464.0,2
17346,None,292.09,0.0,0.0,90.0,Clouds,overcast clouds,492.0,3
17346,None,291.42,0.0,0.0,75.0,Clouds,broken clouds,1002.0,4
17346,None,291.22,0.0,0.0,75.0,Clouds,broken clouds,2938.0,5
17346,None,291.02,0.0,0.0,40.0,Drizzle,light intensity drizzle,5904.0,6
17346,None,291.29,0.0,0.0,90.0,Clouds,overcast clouds,6747.0,7
17346,None,291.35,0.0,0.0,90.0,Mist,mist,5679.0,8
17346,None,291.55,0.0,0.0,90.0,Rain,moderate rain,4784.0,9
17346,None,291.84,0.0,0.0,90.0,Mist,mist,4381.0,10
17346,None,292.08,0.0,0.0,90.0,Clouds,overcast clouds,4606.0,11
17346,None,293.15,0.0,0.0,90.0,Clouds,overcast clouds,5065.0,12
17346,None,293.75,0.0,0.0,90.0,Clouds,overcast clouds,5068.0,13
17346,None,294.29,0.0,0.0,90.0,Clouds,overcast clouds,5081.0,14
17346,None,295.15,0.0,0.0,90.0,Clouds,overcast clouds,5821.0,15
17346,None,295.77,0.0,0.0,90.0,Clouds,overcast clouds,6490.0,16
17346,None,296.21,0.0,0.0,90.0,Clouds,overcast clouds,5804.0,17
17346,None,296.4,0.0,0.0,1.0,Clear,sky is clear,4676.0,18
17346,None,296.28,0.0,0.0,75.0,Clouds,broken clouds,3625.0,19
17346,None,296.15,0.0,0.0,75.0,Thunderstorm,proximity thunderstorm,3329.0,20
17346,None,294.82,0.0,0.0,90.0,Thunderstorm,proximity thunderstorm,3346.0,21
17346,None,294.15,0.0,0.0,75.0,Clouds,broken clouds,2603.0,22
17346,None,293.53,0.0,0.0,1.0,Drizzle,light intensity drizzle,1533.0,23
17347,None,292.9,0.0,0.0,1.0,Rain,light rain,830.0,0
17347,None,292.69,0.0,0.0,1.0,Rain,light rain,531.0,1
17347,None,291.55,0.0,0.0,1.0,Rain,moderate rain,383.0,2
17347,None,291.08,0.0,0.0,1.0,Thunderstorm,proximity thunderstorm with rain,392.0,3
17347,None,290.55,0.0,0.0,40.0,Thunderstorm,proximity thunderstorm,871.0,4
17347,None,290.15,0.0,0.0,90.0,Thunderstorm,proximity thunderstorm,2664.0,5
17347,None,289.44,0.0,0.0,1.0,Rain,heavy intensity rain,5219.0,6
17347,None,289.35,0.0,0.0,1.0,Rain,light rain,5934.0,7
17347,None,290.15,0.0,0.0,1.0,Clear,sky is clear,4940.0,8
17347,None,292.08,0.0,0.0,1.0,Clear,sky is clear,4618.0,9
17347,None,292.84,0.0,0.0,1.0,Clear,sky is clear,4638.0,10
17347,None,294.52,0.0,0.0,1.0,Clear,sky is clear,4725.0,11
17347,None,295.77,0.0,0.0,75.0,Clouds,broken clouds,5229.0,12
17347,None,296.95,0.0,0.0,1.0,Thunderstorm,thunderstorm,5263.0,13
17347,None,297.55,0.0,0.0,75.0,Clouds,broken clouds,5392.0,14
17347,None,297.49,0.0,0.0,75.0,Rain,light rain,5602.0,15
17347,None,296.54,0.0,0.0,75.0,Thunderstorm,proximity thunderstorm,5718.0,16
17347,None,294.85,0.0,0.0,90.0,Thunderstorm,proximity thunderstorm,4756.0,17
17347,None,294.81,0.0,0.0,1.0,Rain,moderate rain,3988.0,18
17347,None,295.61,0.0,0.0,75.0,Rain,light rain,3551.0,19
17347,None,295.35,0.0,0.0,75.0,Clouds,broken clouds,3138.0,20
17347,None,294.15,0.0,0.0,75.0,Thunderstorm,proximity thunderstorm,3129.0,21
17347,None,292.4,0.0,0.0,1.0,Thunderstorm,proximity thunderstorm,3318.0,22
17347,None,291.77,0.0,0.0,20.0,Thunderstorm,thunderstorm,2097.0,23
17348,None,291.35,0.0,0.0,40.0,Rain,moderate rain,1320.0,0
17348,None,291.29,0.0,0.0,1.0,Rain,light rain,958.0,1
17348,None,290.75,0.0,0.0,1.0,Rain,light rain,770.0,2
17348,None,290.42,0.0,0.0,1.0,Thunderstorm,proximity thunderstorm,465.0,3
17348,None,290.29,0.0,0.0,1.0,Clear,sky is clear,499.0,4
17348,None,289.95,0.0,0.0,1.0,Clear,sky is clear,1026.0,5
17348,None,289.02,0.0,0.0,1.0,Clear,sky is clear,1769.0,6
17348,None,289.35,0.0,0.0,75.0,Clouds,broken clouds,2126.0,7
17348,None,290.22,0.0,0.0,40.0,Clouds,scattered clouds,2649.0,8
17348,None,291.15,0.0,0.0,1.0,Clear,sky is clear,3257.0,9
17348,None,292.33,0.0,0.0,40.0,Clouds,scattered clouds,3768.0,10
17348,None,293.59,0.0,0.0,75.0,Clouds,broken clouds,4037.0,11
17348,None,294.35,0.0,0.0,75.0,Clouds,broken clouds,4091.0,12
17348,None,294.58,0.0,0.0,40.0,Clouds,scattered clouds,4217.0,13
17348,None,294.65,0.0,0.0,40.0,Clouds,scattered clouds,4042.0,14
17348,None,295.15,0.0,0.0,1.0,Clear,sky is clear,4123.0,15
17348,None,296.08,0.0,0.0,40.0,Clouds,scattered clouds,3783.0,16
17348,None,296.42,0.0,0.0,40.0,Clouds,scattered clouds,3790.0,17
17348,None,296.28,0.0,0.0,40.0,Clouds,scattered clouds,3761.0,18
17348,None,295.95,0.0,0.0,1.0,Clear,sky is clear,3146.0,19
17348,None,295.78,0.0,0.0,75.0,Clouds,broken clouds,2950.0,20
17348,None,294.89,0.0,0.0,40.0,Clouds,scattered clouds,2876.0,21
17348,None,293.96,0.0,0.0,40.0,Clouds,scattered clouds,3677.0,22
17348,None,293.88,0.0,0.0,1.0,Clear,sky is clear,2845.0,23
17349,None,293.41,0.0,0.0,40.0,Clouds,scattered clouds,1536.0,0
17349,None,292.95,0.0,0.0,1.0,Rain,light rain,1071.0,1
17349,None,292.48,0.0,0.0,40.0,Clouds,scattered clouds,770.0,2
17349,None,292.02,0.0,0.0,1.0,Rain,moderate rain,465.0,3
17349,None,291.55,0.0,0.0,1.0,Rain,light rain,499.0,4
17349,None,292.42,0.0,0.0,1.0,Clear,sky is clear,2638.0,9
17349,None,293.88,0.0,0.0,20.0,Clouds,few clouds,3266.0,10
17349,None,294.88,0.0,0.0,40.0,Clouds,scattered clouds,3566.0,11
17349,None,295.65,0.0,0.0,40.0,Clouds,scattered clouds,3816.0,12
17349,None,296.42,0.0,0.0,40.0,Clouds,scattered clouds,3908.0,13
17349,None,297.09,0.0,0.0,1.0,Clear,sky is clear,3842.0,14
17349,None,297.65,0.0,0.0,1.0,Clear,sky is clear,3765.0,15
17349,None,298.36,0.0,0.0,1.0,Clear,sky is clear,3654.0,16
17349,None,298.69,0.0,0.0,1.0,Clear,sky is clear,3545.0,17
17349,None,299.09,0.0,0.0,1.0,Clear,sky is clear,3347.0,18
17349,None,298.68,0.0,0.0,1.0,Clear,sky is clear,3117.0,19
17349,None,297.96,0.0,0.0,1.0,Clear,sky is clear,2958.0,20
17349,None,295.82,0.0,0.0,5.0,Clear,sky is clear,2854.0,21
17349,None,293.47,0.0,0.0,1.0,Clear,sky is clear,2523.0,22
17349,None,291.41,0.0,0.0,1.0,Clear,sky is clear,1596.0,23
17350,None,289.62,0.0,0.0,1.0,Clear,sky is clear,956.0,0
17350,None,288.62,0.0,0.0,1.0,Clear,sky is clear,619.0,1
17350,None,287.82,0.0,0.0,1.0,Clear,sky is clear,488.0,2
17350,None,287.49,0.0,0.0,1.0,Mist,mist,428.0,3
17350,None,286.95,0.0,0.0,1.0,Mist,mist,935.0,4
17350,None,286.89,0.0,0.0,1.0,Mist,mist,1788.0,5
17350,None,286.49,0.0,0.0,1.0,Clear,sky is clear,3353.0,6
17350,None,287.28,0.0,0.0,1.0,Mist,mist,4011.0,7
17350,None,290.41,0.0,0.0,1.0,Clear,sky is clear,3356.0,8
17350,None,293.28,0.0,0.0,40.0,Clouds,scattered clouds,3423.0,9
17350,None,295.41,0.0,0.0,40.0,Clouds,scattered clouds,3467.0,10
17350,None,296.82,0.0,0.0,1.0,Clear,sky is clear,3897.0,11
17350,None,297.84,0.0,0.0,1.0,Clear,sky is clear,4222.0,12
17350,None,298.29,0.0,0.0,1.0,Clear,sky is clear,4364.0,13
17350,None,299.08,0.0,0.0,5.0,Clear,sky is clear,4569.0,14
17350,None,299.82,0.0,0.0,1.0,Clear,sky is clear,4942.0,15
17350,None,300.15,0.0,0.0,1.0,Clear,sky is clear,4791.0,16
17350,None,300.35,0.0,0.0,1.0,Clear,sky is clear,4290.0,17
17350,None,300.28,0.0,0.0,1.0,Clear,sky is clear,3567.0,18
17350,None,299.94,0.0,0.0,40.0,Clouds,scattered clouds,3146.0,19
17350,None,298.89,0.0,0.0,40.0,Clouds,scattered clouds,2690.0,20
17350,None,297.35,0.0,0.0,40.0,Clouds,scattered clouds,2437.0,21
17350,None,295.16,0.0,0.0,40.0,Clouds,scattered clouds,2106.0,22
17350,None,294.56,0.0,0.0,1.0,Clear,sky is clear,1606.0,23
17351,Independence Day,293.41,0.0,0.0,1.0,Clear,sky is clear,1225.0,0
17351,None,292.89,0.0,0.0,1.0,Clear,sky is clear,746.0,1
17351,None,292.42,0.0,0.0,1.0,Clear,sky is clear,592.0,2
17351,None,291.84,0.0,0.0,1.0,Clear,sky is clear,440.0,3
17351,None,291.28,0.0,0.0,1.0,Clear,sky is clear,443.0,4
17351,None,291.35,0.0,0.0,1.0,Clear,sky is clear,775.0,5
17351,None,291.55,0.0,0.0,1.0,Clear,sky is clear,1125.0,6
17351,None,292.22,0.0,0.0,1.0,Clear,sky is clear,1091.0,7
17351,None,293.42,0.0,0.0,1.0,Clear,sky is clear,1333.0,8
17351,None,295.01,0.0,0.0,40.0,Clouds,scattered clouds,1939.0,9
17351,None,296.28,0.0,0.0,40.0,Clouds,scattered clouds,2385.0,10
17351,None,298.01,0.0,0.0,20.0,Clouds,few clouds,2921.0,11
17351,None,299.68,0.0,0.0,40.0,Clouds,scattered clouds,3101.0,12
17351,None,300.48,0.0,0.0,1.0,Clear,sky is clear,3108.0,13
17351,None,300.96,0.0,0.0,40.0,Clouds,scattered clouds,3408.0,14
17351,None,301.81,0.0,0.0,40.0,Clouds,scattered clouds,3379.0,15
17351,None,302.09,0.0,0.0,1.0,Clear,sky is clear,3350.0,16
17351,None,302.52,0.0,0.0,40.0,Clouds,scattered clouds,3398.0,17
17351,None,302.75,0.0,0.0,40.0,Clouds,scattered clouds,2943.0,18
17351,None,302.15,0.0,0.0,40.0,Clouds,scattered clouds,2828.0,19
17351,None,301.02,0.0,0.0,75.0,Clouds,broken clouds,2906.0,20
17351,None,299.95,0.0,0.0,75.0,Clouds,broken clouds,2696.0,21
17351,None,299.02,0.0,0.0,1.0,Clear,sky is clear,2837.0,22
17351,None,298.09,0.0,0.0,1.0,Thunderstorm,proximity thunderstorm,2236.0,23
17352,None,297.15,0.0,0.0,40.0,Thunderstorm,proximity thunderstorm,1237.0,0
17352,None,296.15,0.0,0.0,90.0,Thunderstorm,proximity thunderstorm,698.0,1
17352,None,295.97,0.0,0.0,75.0,Thunderstorm,proximity thunderstorm,428.0,2
17352,None,295.22,0.0,0.0,1.0,Clear,sky is clear,431.0,3
17352,None,294.95,0.0,0.0,1.0,Clear,sky is clear,818.0,4
17352,None,294.82,0.0,0.0,1.0,Clear,sky is clear,2693.0,5
17352,None,294.59,0.0,0.0,1.0,Clear,sky is clear,5041.0,6
17352,None,295.09,0.0,0.0,75.0,Clouds,broken clouds,5832.0,7
17352,None,295.65,0.0,0.0,1.0,Rain,moderate rain,5038.0,8
17352,None,296.48,0.0,0.0,75.0,Rain,heavy intensity rain,4425.0,9
17352,None,296.84,0.0,0.0,40.0,Rain,light rain,4035.0,10
17352,None,297.22,0.0,0.0,1.0,Clear,sky is clear,4245.0,11
17352,None,299.01,0.0,0.0,1.0,Clear,sky is clear,4581.0,12
17352,None,300.4,0.0,0.0,1.0,Clear,sky is clear,4723.0,13
17352,None,301.55,0.0,0.0,1.0,Clear,sky is clear,4877.0,14
17352,None,303.03,0.0,0.0,1.0,Clear,sky is clear,5220.0,15
17352,None,304.34,0.0,0.0,40.0,Clouds,scattered clouds,6052.0,16
17352,None,304.62,0.0,0.0,40.0,Clouds,scattered clouds,5706.0,17
17352,None,305.02,0.0,0.0,20.0,Clouds,few clouds,4202.0,18
17352,None,304.53,0.0,0.0,20.0,Clouds,few clouds,3206.0,19
17352,None,303.84,0.0,0.0,5.0,Clear,sky is clear,2713.0,20
17352,None,301.97,0.0,0.0,5.0,Clear,sky is clear,2505.0,21
17352,None,299.62,0.0,0.0,5.0,Clear,sky is clear,1930.0,22
17352,None,298.88,0.0,0.0,1.0,Clear,sky is clear,1335.0,23
17353,None,298.42,0.0,0.0,1.0,Clear,sky is clear,694.0,0
17353,None,297.48,0.0,0.0,1.0,Clear,sky is clear,417.0,1
17353,None,297.28,0.0,0.0,1.0,Thunderstorm,proximity thunderstorm,315.0,2
17353,None,297.08,0.0,0.0,1.0,Thunderstorm,proximity thunderstorm,305.0,3
17353,None,296.15,0.0,0.0,1.0,Thunderstorm,proximity thunderstorm,796.0,4
17353,None,296.41,0.0,0.0,1.0,Thunderstorm,proximity thunderstorm,2741.0,5
17353,None,296.28,0.0,0.0,40.0,Thunderstorm,thunderstorm,5409.0,6
17353,None,296.15,0.0,0.0,90.0,Thunderstorm,proximity thunderstorm,6182.0,7
17353,None,295.55,0.0,0.0,40.0,Thunderstorm,proximity thunderstorm,5356.0,8
17353,None,295.68,0.0,0.0,75.0,Rain,light rain,4707.0,9
17353,None,296.34,0.0,0.0,40.0,Rain,light rain,4153.0,10
17353,None,298.33,0.0,0.0,40.0,Clouds,scattered clouds,4492.0,11
17353,None,300.14,0.0,0.0,1.0,Clear,sky is clear,4681.0,12
17353,None,302.01,0.0,0.0,1.0,Clear,sky is clear,4705.0,13
17353,None,303.82,0.0,0.0,1.0,Clear,sky is clear,4996.0,14
17353,None,304.84,0.0,0.0,0.0,Clear,Sky is Clear,5364.0,15
17353,None,305.62,0.0,0.0,0.0,Clear,Sky is Clear,6139.0,16
17353,None,305.95,0.0,0.0,40.0,Clouds,scattered clouds,5833.0,17
17353,None,305.21,0.0,0.0,1.0,Clear,sky is clear,4398.0,18
17353,None,304.49,0.0,0.0,40.0,Clouds,scattered clouds,3434.0,19
