date,GPD_per_capita,eu_prod_index,value
18094,52300.984881346936,103.76962632642292,1040597.0188782726
18094,52302.990442729846,103.44122682724685,839361.5453378083
18094,52305.76448009849,103.9204259525995,701153.1144517588
18095,52306.455013701285,103.79399857570118,1047514.3870120222
18096,52297.75828120668,103.91944117827349,874342.189869885
18097,48687.252577757485,102.94858998351823,1046502.8691788705
18098,52301.83148090498,103.93355571966924,1058610.5095661527
18098,52303.70430878796,104.88653729281012,1027787.5695376737
18102,52297.32580951286,103.74233471948628,902415.8488614148
18102,52299.6810863968,103.87202783311614,936856.6718651287
18102,52301.28929859678,105.1505628161529,1054787.2646104754
18105,52300.4653185731,104.99250684726167,974912.5842491854
18106,52302.83719385946,104.8934709780099,922041.1150017168
18107,52298.25809479523,103.71137072479276,734783.1571626093
18107,52310.6665018558,103.19383107033075,918127.7305493542
18109,52291.07406801691,105.21985152895799,789652.3559391797
18110,52309.138789631324,103.45529600901362,968137.5519282591
18112,52303.81351407521,103.85784298126066,856322.3941630909
18114,52305.50365300312,103.86634748157941,799999.9984888015
18115,52304.302486803725,104.0470621012473,1028342.7986701288
18115,52303.331258100116,103.15885496139975,822683.1808391393
18115,52303.466632958545,103.87057869334092,680411.8324282719
18116,52296.98969368478,103.70577727478465,726879.7867995449
18116,52306.162787126705,104.86312639950611,1050448.6518891957
18117,48697.36920834462,101.39134368656758,809997.3341125268
18117,52303.99785740754,103.80443749674046,808973.16111468
18117,52303.22157662172,104.02989176651619,946780.2792226683
18118,52301.95252450426,104.1073616598695,895691.8851883879
18119,52315.47763301947,101.0076198327127,1059616.8300849493
18120,52296.486488031056,103.89330567478243,854544.3763638731
18121,52305.27685855096,103.77279824015973,906095.2195985413
18124,52305.278306244865,103.88723165344393,928585.6037547663
18125,52302.19509335697,103.1481589859449,946098.8557066136
18125,52302.10004633399,105.08780121430095,836047.3831953346
18126,52301.58801794195,105.00954191420077,864465.1465823209
18126,52301.97036664874,103.87120797096101,790524.8032003032
18126,52307.49290552239,103.8057571578444,817869.1737590717
18126,52306.504478397306,103.91757718754187,729560.705187081
18126,52296.55534454138,103.66750048067065,837673.3446051495
18127,52300.48906439511,103.79447728860005,959845.8690881145
18127,52304.4598429365,105.13369642988044,682546.0146163909
18129,52296.016490563416,103.61813653967695,1056399.2298064644
18131,52300.91701363886,105.16048406225336,949402.7996064884
18131,48690.9917603588,103.41926272231018,891766.4238532246
18133,52302.76871065385,103.83439356236258,886919.1769788454
18134,52302.924044567655,103.34215742828705,687376.0481887899
18135,52308.44246343192,103.78388127450319,1058603.2620449066
18135,52306.82313949837,103.08780896856686,1031478.139383036
18136,52295.51426506219,105.18557373945782,814901.5807405118
18137,52304.04877708146,103.78950372875025,663193.670763131
18139,52301.19526678052,103.73261005562809,848046.6265337429
18140,52305.99281238399,103.61847105284161,1001718.743181925
18141,52301.40170155761,103.83815075495613,879054.0480102684
18142,52302.52115772792,103.75902657957899,708840.9833636055
18142,52297.09261971355,103.82133999495619,828854.9951350259
18142,52306.209252638,105.00719110093522,974379.0677649978
18143,52299.97694768463,105.03294321862427,947796.2766791987
18144,52304.81742242007,103.10498071654844,839841.2661029468
18145,52306.067856647634,101.85642294754729,960651.396970962
18145,52309.69738095809,103.44089989796203,890557.1633237195
18145,52301.302367903874,103.3706777860544,851138.1491950069
18148,52302.39667608323,103.80201481681898,1184106.5252873546
18149,52300.57242606994,101.18293135414959,785782.9472628059
18149,52291.904924245195,103.58592333817246,838179.2737349807
18150,52306.59056792808,103.15832816769992,672926.3046538868
18150,52304.951422424536,105.08024229877117,656877.5038053173
18150,52302.378911331194,104.05122529759197,895959.7630478089
18150,52301.75280739109,105.74902932091307,806994.2300128245
18151,52303.08548975283,102.53337155320838,802470.4427450348
18151,52302.89477383583,104.18951006721367,686843.2152355844
18151,52342.857199502345,103.28069090517799,803816.9421746084
18151,52311.34885735379,103.06240759808372,867724.1199086553
18153,52303.46310568422,102.75038618387882,972613.2897329571
18155,52303.04601414474,103.89581134081911,675587.4285891893
18156,52299.1866219917,103.9275218928689,988346.7324271263
18156,52306.031582355114,102.86845826021538,768288.8673320619
18158,52301.7447330832,105.04222337456302,915973.7200849461
18158,52303.48191022647,103.06889234902259,855374.8900589163
18159,52307.21772167389,104.034825735421,737998.4923449401
18161,52299.21372300367,105.19364729373574,1038674.3595862968
18161,52304.34777686041,103.84039450922064,902595.3040432082
18161,52303.66204614148,105.0672638165542,869699.3734295254
18162,52306.89795704767,103.1455605679895,1007028.5304811383
18162,52306.02736310131,103.7903795582854,889894.7923759427
18163,52298.279380448104,103.84526833324551,1011914.2988973542
18163,52298.04885431452,103.84437113174788,902403.8502387326
18163,52305.50628070413,105.02885886458736,930511.3373806251
18165,52307.57520737603,103.63490184301575,869609.9805653307
18166,52298.35212069324,105.05388701660495,951315.0699532276
18166,52298.72794020949,104.01803915885687,1144308.1644037769
18167,52302.141080716894,102.57459588201851,729560.2403467154
18167,52311.314826531576,102.99576977148544,907789.3571036094
18168,52306.93973439802,103.84198424648821,707530.9510384189
18169,52304.5906434464,103.70849286683611,688735.5448551686
18169,52304.697811036196,101.00825761968002,719320.2124919769
18170,52305.72447366931,101.13686479522886,919890.7363631472
18171,52296.00282852127,103.92726456761042,858399.0308606747
18173,52299.78360952962,103.84104347509604,960410.4777314191
18175,52295.265001080435,103.43432231123356,860596.276806279
18175,52297.42147476488,103.81300237225757,829085.0895982296
18177,52307.19702602457,103.72345527900148,929845.6323937873
18179,52299.408527062566,103.62578205890743,827259.5878231766
18179,52305.65046737488,103.74545207157973,720764.309020463
18180,52303.113568641056,103.19863593257703,726667.896259226
18180,52304.5836426172,103.09105093529533,716135.0027582322
18180,52308.35229486424,103.81192568916192,909082.5761873827
18181,52302.022328844374,103.25398517478722,747556.0863995661
18181,52305.2832739291,103.05106389318962,699445.6847717531
18182,52351.99579367016,103.8893316832226,1097130.486678792
18182,52304.96403739248,102.57062949136132,1014384.889442831
18183,52300.70189269835,102.98578961854128,672900.7222934902
18186,52306.37562089294,103.31921834517343,692361.5176005124
18187,52298.44946126398,103.56100596762099,740075.2457655339
18190,52304.69846022221,103.09251822808527,775341.9143410652
18191,52305.34281967348,103.27438985751225,651257.3513654297
18191,52303.02480315281,100.98419200449902,1092717.0374172723
18192,52305.59693912044,103.63393441027907,765601.92861618
18195,52299.01396673902,103.05417076904226,850943.9857765075
18195,52304.99888584307,102.88244183654258,738072.3842087457
18195,52302.36933925195,103.79644998765983,834723.3819164971
18196,52310.04356372179,103.72028979829686,727415.3749003337
18196,52306.16143594573,103.77215083886131,656783.1734916881
18197,52303.130160669985,103.72477042904087,762793.1759000549
18198,52304.804784689644,102.52400870231111,809626.4248216981
18200,52300.68105227964,103.92105644137689,922176.0978620427
18201,52304.17057366368,103.7742205915182,2011274.7469863286
18203,52305.19915745033,101.37449454059193,858124.308323622
18204,52293.18305847945,102.01613011103665,927046.3324486585
18205,52302.92643644934,104.04741787969529,1037185.0518068367
18205,52310.53352343156,103.16988953956337,691805.0536480282
18206,52304.73131467931,103.79116040132061,686926.3764682076
18207,52303.06416585899,103.83224973453136,836166.0667020187
18208,52308.26403288212,105.10914927241872,810072.1656494109
18208,52310.052269916196,103.64807764932031,847837.7976446027
18209,52299.41443483734,103.14457756579071,811705.5901754046
18209,52306.7382199592,103.19162178667902,695060.6083410899
18214,52304.23195406417,102.63936108764234,688322.4825414327
18214,52302.52695123503,103.16429694863803,644753.1306552794
18217,52292.95740431387,103.54775220125491,717201.4789072247
18219,52303.520435273276,103.64610357871608,851079.8513722803
18220,52307.606441144366,103.11508817444815,792389.574887937
18220,52292.74449577287,103.34817285728478,992265.6958761273
18220,52303.340369466714,103.81065625336113,739821.844819167
18222,52301.79013331031,102.71010387999281,725525.4667278274
18223,52307.082139221624,102.90146075244422,807270.7471392098
18226,52306.120821303004,103.25659583909837,833687.8390219326
18226,52301.239705520355,103.71455391619092,1206198.8048604117
18226,52298.47876887103,103.1160559579903,648363.4231084306
18229,52304.122908114296,102.90303311150608,855110.2799654972
18235,52308.431404507304,103.52916922489415,974012.9103872695
18236,52300.35620524627,102.92941795245436,845511.638416143
18237,52305.99171887432,105.63031898009294,1286225.4318779162
18238,52306.50952802648,103.63244706146946,725367.9128788868
18240,52310.20812736711,103.7255499060495,934656.3930210136
18252,52303.818969787084,102.92452609286663,677220.9454230117
18255,52300.445587142545,102.65646468302708,672131.6686073706
